,bgcolor,dx,dy,edgecolor,frame,play,player,player_num,team,x,y,z,
214,lightblue,0.262061814,0.104342462,white,57,Argentina 1-0 Australia,12,66,attack,76.62843141,17.52831516,0,
215,lightblue,0.267676496,0.090230264,white,58,Argentina 1-0 Australia,12,66,attack,76.89610791,17.61854543,0,
216,lightblue,0.273329089,0.075866685,white,59,Argentina 1-0 Australia,12,66,attack,77.169437,17.69441211,0,
217,lightblue,0.278442963,0.062835765,white,60,Argentina 1-0 Australia,12,66,attack,77.44787996,17.75724788,0,
218,lightblue,0.28287396,0.051533515,white,61,Argentina 1-0 Australia,12,66,attack,77.73075392,17.80878139,0,
219,lightblue,0.286622079,0.041959934,white,62,Argentina 1-0 Australia,12,66,attack,78.017376,17.85074133,0,
220,lightblue,0.28968732,0.034115022,white,63,Argentina 1-0 Australia,12,66,attack,78.30706332,17.88485635,0,
221,lightblue,0.292069685,0.027998779,white,64,Argentina 1-0 Australia,12,66,attack,78.599133,17.91285513,0,
222,lightblue,0.293769172,0.023611205,white,65,Argentina 1-0 Australia,12,66,attack,78.89290217,17.93646633,0,
223,lightblue,0.294785781,0.020952301,white,66,Argentina 1-0 Australia,12,66,attack,79.18768796,17.95741863,0,
224,lightblue,0.295119514,0.020022066,white,67,Argentina 1-0 Australia,12,66,attack,79.48280747,17.9774407,0,
225,lightblue,0.294770369,0.0208205,white,68,Argentina 1-0 Australia,12,66,attack,79.77757784,17.9982612,0,
226,lightblue,0.293738346,0.023347603,white,69,Argentina 1-0 Australia,12,66,attack,80.07131618,18.0216088,0,
227,lightblue,0.292023447,0.027603375,white,70,Argentina 1-0 Australia,12,66,attack,80.36333963,18.04921218,0,
228,lightblue,0.289806591,0.033134494,white,71,Argentina 1-0 Australia,12,66,attack,80.65314622,18.08234667,0,
229,lightblue,0.287811466,0.038127667,white,72,Argentina 1-0 Australia,12,66,attack,80.94095769,18.12047434,0,
230,lightblue,0.286218993,0.042129572,white,73,Argentina 1-0 Australia,12,66,attack,81.22717668,18.16260391,0,
231,lightblue,0.285029172,0.045140208,white,74,Argentina 1-0 Australia,12,66,attack,81.51220585,18.20774412,0,
232,lightblue,0.284242003,0.047159576,white,75,Argentina 1-0 Australia,12,66,attack,81.79644786,18.25490369,0,
233,lightblue,0.283857487,0.048187675,white,76,Argentina 1-0 Australia,12,66,attack,82.08030534,18.30309137,0,
234,lightblue,0.283875622,0.048224506,white,77,Argentina 1-0 Australia,12,66,attack,82.36418097,18.35131587,0,
235,lightblue,0.28429641,0.047270068,white,78,Argentina 1-0 Australia,12,66,attack,82.64847738,18.39858594,0,
236,lightblue,0.28511985,0.045324362,white,79,Argentina 1-0 Australia,12,66,attack,82.93359723,18.4439103,0,
237,lightblue,0.286345942,0.042387387,white,80,Argentina 1-0 Australia,12,66,attack,83.21994317,18.48629769,0,
238,lightblue,0.287974686,0.038459144,white,81,Argentina 1-0 Australia,12,66,attack,83.50791785,18.52475683,0,
239,lightblue,0.290006082,0.033539632,white,82,Argentina 1-0 Australia,12,66,attack,83.79792393,18.55829647,0,
240,lightblue,0.29244013,0.027628852,white,83,Argentina 1-0 Australia,12,66,attack,84.09036406,18.58592532,0,
241,lightblue,0.29527683,0.020726804,white,84,Argentina 1-0 Australia,12,66,attack,84.38564089,18.60665212,0,
242,lightblue,0.298516182,0.012833486,white,85,Argentina 1-0 Australia,12,66,attack,84.68415708,18.61948561,0,
243,lightblue,0.302158187,0.003948901,white,86,Argentina 1-0 Australia,12,66,attack,84.98631526,18.62343451,0,
244,lightblue,0.306088409,-0.005676077,white,87,Argentina 1-0 Australia,12,66,attack,85.29240367,18.61775843,0,
245,lightblue,0.309849111,-0.015037946,white,88,Argentina 1-0 Australia,12,66,attack,85.60225278,18.60272049,0,
246,lightblue,0.313325857,-0.023885828,white,89,Argentina 1-0 Australia,12,66,attack,85.91557864,18.57883466,0,
247,lightblue,0.316518649,-0.032219725,white,90,Argentina 1-0 Australia,12,66,attack,86.23209729,18.54661493,0,
248,lightblue,0.319427486,-0.040039636,white,91,Argentina 1-0 Australia,12,66,attack,86.55152478,18.5065753,0,
249,lightblue,0.322052369,-0.047345562,white,92,Argentina 1-0 Australia,12,66,attack,86.87357714,18.45922973,0,
250,lightblue,0.324393296,-0.054137501,white,93,Argentina 1-0 Australia,12,66,attack,87.19797044,18.40509223,0,
251,lightblue,0.326450268,-0.060415455,white,94,Argentina 1-0 Australia,12,66,attack,87.52442071,18.34467678,0,
252,lightblue,0.328223285,-0.066179424,white,95,Argentina 1-0 Australia,12,66,attack,87.85264399,18.27849735,0,
253,lightblue,0.329712348,-0.071429406,white,96,Argentina 1-0 Australia,12,66,attack,88.18235634,18.20706795,0,
254,lightblue,0.330917456,-0.076165403,white,97,Argentina 1-0 Australia,12,66,attack,88.5132738,18.13090254,0,
255,lightblue,0.331838608,-0.080387414,white,98,Argentina 1-0 Australia,12,66,attack,88.84511241,18.05051513,0,
256,lightblue,0.332475806,-0.084095439,white,99,Argentina 1-0 Australia,12,66,attack,89.17758821,17.96641969,0,
257,lightblue,0.332829049,-0.087289479,white,100,Argentina 1-0 Australia,12,66,attack,89.51041726,17.87913021,0,
258,lightblue,0.332898337,-0.089969533,white,101,Argentina 1-0 Australia,12,66,attack,89.8433156,17.78916068,0,
259,lightblue,0.33268367,-0.092135601,white,102,Argentina 1-0 Australia,12,66,attack,90.17599927,17.69702508,0,
